word,Pred. Tag
.,PUNC
البته,ADV
برا,PREP
من,PRO
یکی,PRO
خوب,ADV
شد,N
چون,CONJ
با,PREP
آگاهی,NE
کامل,ADJ
از,PREP
اسلام,N
خارج,ADJ
شدم,VS
.,PUNC
شما,PRO
استمرارطلب,NE
گرامی,ADJ
هم,CONJ
بجای,PREP
نگران,NE
«,PUNC
کاملا,N
»,PUNC
اسلامی,NS
شدن,NE
دروس,N
باشی,V
برو,NE
یقه,NE
خودتو,N
اطرافیان,NE
رنگ,N
به,PREP
رنگ,N
تو,PREP
بگیر,N
که,CONJ
در,PREP
فلاکت,NE
امروز,NE
ایران,N
سهیم,VS
هستین,VS
.,PUNC
ماشالله,NE
خوشتیپ,N
ب,NS
جون,N
بچه ام,N
قسم,NS
خیلیا,N
هستن,ADJ
میخوان,ADJ
ازتون,ADJ
سو,ADJ
استفاده,VS
کنن,ADJE
ازتون,ADJE
پول,N
شارژ,VS
بگیرن,ADJ
.,PUNC
میخام,NE
شمـارو,N
از,PREP
شر,NE
اینایی,N
بهانه,NE
سـ,N
.,PUNC
کـ,N
.,PUNC
س,N
.,PUNC
چـ,N
.,PUNC
تـ,N
.,PUNC
و,CONJ
اینجور,NE
حرفا,NE
سرتون,N
کلاه,NS
میزارن,ADJ
نجات,NE
بدمـ,N
.,PUNC
به,PREP
جای,NE
برید,N
پیش,ADJS
اونا,PRO
.,PUNC
بیاین,NE
تو,PREP
سایتیگذاشتم,NE
سایت,NE
ما,PRO
کاملا,ADV
قانونیه,NE
عضویتم,NE
رایگانه,N
بیش,PREP
ازت,PREP
۱,NUM
میلیون,N
کاربر,N
از,PREP
همه,DET
شهرا,N
داره,VS
میتونی,ADJ
به,PREP
راحتی,ADJ
عشقتو,N
پیدا,VS
کنی,ADJ
(,PUNC
بزن,N
روی,PREP
لینک,NE
آبی,ADJ
),PUNC
شرمنده,NE
حجم,N
پیاما,N
زیاده,ADJ
نمیتونم,ADJ
جواب,NS
بدم,N
بیاین,NS
سایت,N
ثبت نام,N
کنید,V
راهنمایی,ADJ
میشید,N
چقد,ADJ
نازه,NE
ماشالا,NE
عالی,ADJ
رای,N
اعلام,NE
شده,ADJ
قبلا,ADV
سوپرجام,NE
ابرا,NE
پرسپولیسه,NE
منتهی,NE
منتظرن,ADJ
کیسه,N
یه,DET
موفقیت,N
بدست,PREP
بیاره,NE
دل,N
هواداراش,NE
خوش,ADJ
باشه,V
خودزنی,NS
نکنن,NE
بهترین,ADJ
سریالی,N
که,CONJ
دیدم,NE
درود,N
بر,PREP
سابیر,NE
درود,N
بر,PREP
کوردها,NE
درود,N
بر,PREP
کارگر,NE
بی ادعا,ADJ
سلام,N
.,PUNC
مهندس,NS
جان,N
.,PUNC
جان,NE
عزیزات,N
یه,DET
بار,N
واسه,PREP
همیشه,ADV
یه,DET
فکری,N
واسه,PREP
این,DET
طرح,NE
ریجیستر,N
که,CONJ
گذاشتی,NE
بکن,ADJ
هیچ,ADJ
مشکلی,N
نیست,ADJ
،,PUNC
چرا,ADV
چرند,NE
میگید,ADJ
!,PUNC
فحش,NE
بدن,N
اصلا,ADV
مگه,ADV
ما,PRO
تا,PREP
حالا,ADV
تو,PREP
عمرمون,NE
فحش,NE
نشنیدیم,ADJ
!,PUNC
اصلا,ADV
مگه,ADV
فقط,ADV
مردا,N
فحش,NS
میدن,ADJ
!,PUNC
ما,PRO
دیروز,ADV
بازی,N
رو,POSTP
از,PREP
تلوزیون,NE
تو,PRO
کتابخونه,NE
ملی,ADJ
دیدیم,ADJ
با,PREP
پسرای,NE
کتابخونه,NE
خیلیم,ADJ
خوب,ADJ
 بود,ADJ
،,PUNC
چرا,ADV
اینقد,NE
زنا,N
رو,POSTP
از,PREP
همه,DET
چی,ADV
همه,DET
جا,N
به,PREP
این,DET
بهانه ها,N
جدا,VS
میکنید,ADJ
!,PUNC
ضمن,NE
عرض,NE
سلام,N
خدمت,NE
سرور,NE
گرامی,ADJ
،,PUNC
از,PREP
اینکه,PRO
میبینم,NE
یک,DET
هنرمند,NE
کامنتهای,ADJ
گذاشته,VS
شده,ADJ
جواب,ADJS
میده,ADJ
،,PUNC
خرسندم,N
،,PUNC
باسد,N
همیشه,ADV
خندان,ADJ
سلامت,NE
باشین,ADJ
،,PUNC
من,PRO
هستم,ADJ
سلام,INTER
برگشتیم,N
به,PREP
زمانی,N
که,CONJ
اعراب,N
بر,PREP
ایران,N
حکومت,NS
میکردن,N
خوب بود,NE
اول,ADJ
فرهنگ,NE
فوتبال,N
یاد,N
بگیرن,N
بعد,PREP
برن,N
تو,PRO
زمین,NS
بازی,N
.,PUNC
هردوتیم,NE
عالی,ADJ
 بودن,N
ولی,CONJ
از,PREP
جهت,NE
بد,N
ساقیت,VS
عوض,VS
کن,ADJE
انسانیت,N
یعنی,ADV
همین,ADJ
لطفا,ADV
از,PREP
پیجم,N
دیدین,VS
کنید,V
۱,NUM
واقعن,ADJ
اینطور,N
نیست,V
.,PUNC
دروغه,ADJ
.,PUNC
قهرمانی,N
بهش,PREP
میاد,NE
من,PRO
یه,DET
ماه,N
پیش,NS
دیدمش,NE
بیمارستان,N
امام,NS
خمینی,N
رزیدنت,N
مغزو,N
اعصابه,NE
جون,N
چه,DET
لبایی,N
داریی,N
جیگر,NE
من,PRO
دوسش,N
داشتم,ADJ
الانم,N
دوس,NS
دارم,N
ببینم,ADJ
بلاتکلیفی,ADJ
کادر,NE
اداری,N
قوه قضاییه,NE
۹۶,ADJ
والا,NE
ما,PRO
تنها,DET
مشاهده,NE
هر,ADJ
سالمون,NE
پاره,NS
شدن,NE
کیسه,ADJ
 بوده,VS
اگه,CONJ
مدرسه,NE
تایمش,NE
کوتاه,ADJ
تر بود,VS
دیر,NE
تر,ADJ
شروع,NE
میشد,NE
زنگ,ADJ
تفریحاش,NE
طولانی,ADJ
تر بود,ADJ
تکلیف,N
هم,ADV
زیاد,ADV
نمیدادن,N
واقعا,ADV
جای,NE
جذابی,ADJ
 بود,N
دومی,ADJ
پست,NE
آخر,ADJ
مون,N
ببین,VS
.,PUNC
.,PUNC
اگ,CONJ
خوشت,NS
اومد,N
پیج,NE
اکیپ,NE
مون,ADJ
حمایت,NS
کن,N
بامرام,ADJ
مرسده,N
دقت,NS
کنید,V
تیم,NE
شهر,NE
خودرو,N
تا,PREP
هفته,NE
بیستم,ADJ
اول,ADJ
خواهد بود,ADJ
اونجا,PRO
به,PREP
دستور,NE
۴,NUM
تا,PREP
بازی,NE
میبازه,N
بعد,PREP
میشه,NE
سوم,ADJ
یا,CONJ
جهارم,N
که,CONJ
دو,DET
تا,PREP
تیم,NE
پرسپولیس,N
استقلال,NE
اول,ADV
دوم,NE
بشند,N
الان,ADV
چی,ADV
شده,ADJ
که,CONJ
باهمه,NS
فیلم,N
عکس,NS
میگیره,ADJ
؟,PUNC
فقط,ADV
بااردغان,N
عکس,NE
نگرفته,N
این,ADJ
بچه,N
!,PUNC
من,PRO
هم,CONJ
بیکار,N
هستم,ADJ
هم,CONJ
بیمه,N
نیستم,N
هم,CONJ
مستاجر,N
هستم,ADJ
!,PUNC
یارانه,NE
من,PRO
حذف,VS
شده,ADJ
!,PUNC
؟,PUNC
چرا,ADV
؟,PUNC
د,N
جناب,NE
آقای,NE
دکتر,NS
روحانی,N
سلام,N
در,PREP
جامعه ای,N
که,CONJ
توجه,PREP
به,PREP
آموزش,N
پرورش,NE
جزو,NE
اولویت های,N
یک,DET
دولت,N
نباشد,ADJ
معلمانش,N
با,PREP
دغدعه,NE
معاش,N
در,PREP
کلاس ها,N
حضور,VS
پیدا,VS
کنند,V
امیدی,ADJ
به,PREP
رشد,NE
آموزش,N
پرورش,NE
تعالی,ADJ
تعلیم,N
تربیت,ADJ
نیست,V
.,PUNC
در,PREP
نظام,NE
آموزشی,ADJ
که,CONJ
ترغیبی,N
به,PREP
ارتقا,NE
سطح,NE
علمی,ADJ
معلمانش,N
وجود,VS
ندارد,V
معلمانش,N
با,PREP
مدرک,N
دکترا,N
حقوق,NE
کافی,N
ندارند,ADJ
امیدی,ADJ
به,PREP
حل,NE
مشکلات,NE
این,DET
وزارت,N
وجود,VS
ندارد,ADJ
آیا,ADV
دولت,NE
تدبیر,N
امید,N
برای,PREP
دارندگان,NE
مدرک,N
دکتری,N
در,PREP
آموزش,NE
پرورش,N
که,CONJ
حقوقشان,NE
یک,DET
سوم,ADJ
حقوق,NE
دکترها,N
در,PREP
سایر,NE
وزرات,NE
خانه ها,N
بویژه,ADV
آموزش,NE
عالی,ADJ
است,V
تدبیری,ADJS
اندیشیده,ADJ
است,V
؟,PUNC
با,PREP
توجه,PREP
به,PREP
اینکه,PRO
شعار,NE
شما,PRO
در,PREP
سال,NE
تحصیلی,NE
جدید,ADJ
به بود,NE
اوضاع,NE
معلمان,N
این,DET
وزارت,N
است,ADJ
لطفا,ADV
برای,PREP
حل,NS
مشکلات,NE
دکتر های,N
آموزش,N
پرورش,NE
ایجاد,NE
شرایطی,N
در,PREP
شان,NE
آن ها,ADJ
هم,NS
چاره ای,N
بیندیشید,ADJ
.,PUNC
ریشه,N
؟,PUNC
.,PUNC
.,PUNC
۶۹,NUM
۱۰۱۳,NE
منم,PRO
چند,DET
روز,N
به,PREP
تولدم,NS
باهام,N
سرد,ADJ
شد,N
فکر,NE
کنم,ADJ
میخواد,ADJE
برنامه,NE
سورپرایز,N
برام,PREP
بچینه,N
ولی,CONJ
نگو,NE
این,DET
سردی,N
رابطه,N
به,PREP
جدایی,N
میکشه,NE
اونم,PRO
۲,NUM
روز,NE
مونده,ADJ
به,PREP
تولدم,N
چون,CONJ
موی,NE
مشکی,ADJ
دوست,VS
داشت,V
سورپرایز,ADJ
تولدم,ADJ
واسش بود,N
ولی,CONJ
ن بود,ADJ
روز,NE
تولدم,ADJ
چند,DET
روز,N
بعدش,ADV
زنگید,NE
معذرت,N
خواهی,VS
کرد,V
کادومو,ADJ
(,PUNC
گوشی,N
),PUNC
بهم,PREP
داد,N
ولی,CONJ
همیشه,ADV
هم,ADV
میگه,ADJ
میدونم,NE
نمیبخشی,NE
منو,PRO
چون,CONJ
تولدت,NE
پیشت,NE
ن بودم,ADJ
ولی,CONJ
سری,NE
اتفاقا,ADV
هیچ,DET
وقت,N
از,PREP
ذهنت,NE
پاک,N
نمیشه,ADJ
همچنین,ADV
جایگزین,NE
مبارکه,ADJ
خانومی,N
خیلی,ADV
خوشگله,ADJ
هم,CONJ
خونه,N
هم,NS
جهیزیه,NE
میتونی,ADJ
تقریبا,ADJ
بگی,ADJ
هزینه,NE
جهیزیه,N
چقد,ADJ
شده,ADJ
؟,PUNC
تا,PREP
ما,PRO
هم,CONJ
رنج,N
قیمت,N
جهیزیه,NE
دستمون,ADJ
بیاد,ADJ
لطفا,ADV
بخواییم,NE
نخواییم,ADJ
فعلا,ADV
بیشتریامون,NE
همونجوریم,N
که,CONJ
بتونیم,N
از,PREP
پس,PREP
یه,DET
زندگی,NE
بربیاییم,N
البته,ADV
با,PREP
این,DET
اوضاع,N
از,PREP
پس,PREP
مجردی,N
بر,PREP
نمیاییم,N
چه,DET
برسه,N
.,PUNC
خدا,N
همشونو,N
حفظ,VS
کنه,ADJS
یه,ADJ
طوری,ADV
میگید,NE
اعتصاب,ADJ
انگار,ADV
خلبان,N
یا,CONJ
چیز,NE
مهمی,ADJ
هستند,V
.,PUNC
بذار,NE
مغازهشون,NE
بسته,ADJ
بمونه,ADJ
بهتر,ADJ
وای,N
خیلی,ADV
تو,PREP
فیلم,NE
حرص,N
درار,ADJS
شدید,ADJ
.,PUNC
من,PRO
که,CONJ
باید,ADV
برم,NE
عالی,ADJ
،,PUNC
خب,N
همیشه,ADV
برد,N
با,PREP
تیم,NE
قویتره,N
،,PUNC
چقدر,ADV
باحال,N
؟,PUNC
چه,DET
خبره,N
.,PUNC
نفری,NE
یه,DET
دونه,NE
سگ,N
بوی,NE
باسن,N
سوخته,N
میاد,NUM
خدا,N
قوت,N
آقای,NE
رییسی,N
.,PUNC
کارکنان,NE
شوراهای,N
حل,NS
اختلاف,N
هم,CONJ
به,PREP
اندازه,NE
کارگران,N
هپکو,NE
نیاز,ADJ
به,PREP
توجه,N
فوری,ADV
دارند,V
عجب,ADJ
درایتی,NE
پیچتون,NE
عالی,ADJ
وای,NE
چه,DET
مجلس,NE
فعالی,N
!,PUNC
بفکر,NE
۴۵,ADJE
تومن,NE
مردم,N
هست,ADJ
!,PUNC
اما,CONJ
دکل,NE
دریا,N
زمین,N
بانک,N
رو,POSTP
دزدها,NE
میبرن,N
نگاه,NE
میکنن,ADJE
بابا,ADJ
خویشتندار,ADJ
،,PUNC
اخه,N
بچه,NS
جون,N
شما,PRO
که,CONJ
جرات,N
ندارید,NE
ترسیدی,N
دیگه,ADJ
چرا,ADV
الکی,ADJ
کلاس,NE
میزاری,N
،,PUNC
اخه,NE
شما,PRO
جرات,NS
حمله,N
دارید,V
؟,PUNC
دیگه,ADV
دوران,NE
بزن,ADJ
در,PREP
رو,POSTP
تموم,DET
شد,N
یه,DET
عکس,NE
الکی,NS
دادن,N
بیرون,N
حالا,ADV
همه,ADJ
جا,N
فکر,VS
میکنن,V
سحر,NS
خدایاری,N
هست,ADJ
هیچکس,PRO
هم,ADV
نیست,V
عکس,NE
درستو,N
بهشون,PREP
بده,ADJ
زر,N
زر,NE
اضافی,ADJ
.,PUNC
گه,NE
خوری,NE
پیج,NE
مارو,PRO
فالو,N
کنید,V
پشیمون,ADJE
نمیشید,ADJ
پیج,NE
مارو,PRO
فالو,N
کنید,V
هم,CONJ
وطن,NE
عزیز,ADJ
تحریم ها,N
تنها,DET
فشاریست,N
بر,PREP
مردم,NE
ایران,N
نه,ADV
حکومت,NE
جمهوری,NE
اسلامی,ADJE
ایران,N
حالا,ADV
خوبه,ADJ
ایرانیه,N
نه,CONJ
عراقی,N
یا,CONJ
روسی,NE
چینی,ADJ
آموزش,N
مثل,PREP
کشورای,NE
دیگه,ADJ
باشه,ADJ
به,PREP
درد,NE
بخوره,ADJ
الان,ADV
دیپلم,NE
تو,PREP
کشور,NE
ما,PRO
معادل,NE
بی سوادیه,N
در,PREP
حالی,N
که,CONJ
خیلی,ADV
کشورا,N
با,PREP
همین,DET
تحصیلات,N
متوسطه,ADJ
وارد,NE
بازار,NE
کار,N
میشن,V
انتظار,NE
دیگه ای,ADJ
داشتین,N
؟,PUNC
با,PREP
معرفت,N
زیاد,ADJ
.,PUNC
میخوره,NUM
_,N
تولدت,N
مبارک,INTER
حاجی,NS
جون,N
گروه,NE
٢,ADJ
اگه,CONJ
از,PREP
عشقت,N
جدا,VS
شدی,VS
میخوای,ADJE
برگرده,ADJ
باهات,ADJ
ازدواج,NS
کنه,ADJS
اگه,CONJ
میخوای,NE
رزق,NE
روزیت,ADJS
زیاد,ADJ
بشه,V
گرفتاریات,ADJ
حل,ADJ
بشه,V
اگه,CONJ
همسرت,N
بهت,PREP
خیانت,NE
میکنه,ADJ
میخوای,ADJ
پای,NE
بندت,ADJ
بشه,ADJ
اگه,CONJ
دنبال,NE
شغل,NE
مناسبی,ADJ
اما,CONJ
پیدا,VS
نمیکنی,N
اگه,CONJ
بختت,NE
بسته,VS
شده,ADJ
طلسم,ADJ
شدی,NE
باطل,ADJS
السحر,ADJ
دایمی,ADV
میخوای,ADJ
اگه,CONJ
بیماری,NE
روحی,ADJ
جسمی داری,NE
میخوای,ADJ
شفا,VS
پیدا,VS
کنی,NE
این,ADJ
پیجو,N
فالو,NS
کن,V
_,ADJ
مشاوره,NE
رایگان,ADJ
دایرکت,N
ممنون,N
از,PREP
شما,PRO
با,PREP
آرزوی,NE
سلامتی,N
استاد,N
لایک,NE
قوانین,NE
تعیین کننده,ADJ
چهارچوب,NS
زندگی,N
؛,PUNC
سوالهای,NE
حقوقی,ADJ
تونو,N
از,PREP
من,PRO
بپرسید,N
منوره,N
یه,DET
خانم,N
میانسال,ADJ
پایه,N
بیاد,N
ماشالله,NE
من,PRO
یک,DET
بیماری,N
خاص,ADJ
دارم,NE
نادروکمیابه,ADJS
ومن,N
برای,PREP
ادامه,NE
درمان,N
به,PREP
کمک,N
وحمایت,N
شماهموطن,N
هاعزیزنیازدارم,ADJ
میشه,V
خواهش,NE
کنم,ADJ
پیج,N
منوببینیدوحمایت,VS
کنید,V
.,PUNC
تقصیر,N
ایرانه,NE
استراماچونی,NE
عزیز,ADJ
تو,PREP
خوب بودی,NE
ترکیبت,N
خوب بود,ADJ
هدفت,NE
خوب بود,N
بعد,PREP
مدتها,N
یه,DET
بازی,NE
منسجم,NS
تیمی,N
دیدم,N
بازیکن,NE
نداری,ADJE
تقصیر,N
تو,PRO
نیست,V
.,PUNC
دمت,NE
گرم,N
کوکا,N
والا,ADJS
نظری,ADJ
ندارم,ADJ
بگم,ADJ
.,PUNC
ولی,CONJ
تمام,NE
جوابم,N
توتصویر,NE
خودش,PRO
نهفته,ADJ
شده,ADJ
.,PUNC
لازم,ADJ
به,PREP
گفتن,N
نیست,V
.,PUNC
من,PRO
موندم,N
اگه,CONJ
روزنه,N
به,PREP
اصطلاح,NE
بازیگری,N
براشون,VS
ن بود,V
چکاره,ADJE
میشدن,ADJ
این,ADJ
شکل,NS
تصویرها,N
.,PUNC
بعد,PREP
میگن,NE
آزادی,N
نیست,V
.,PUNC
دیگه,ADV
چی,ADV
لازم,ADJ
دارید,VS
مهیا,VS
کنیم,ADJ
.,PUNC
اگرتصویر,NE
رنگی,ADJ
اصلی,ADJE
میگذاشت,ADJ
به,PREP
واقع,PREP
بیشتر,ADJ
لایک,NE
میخورد,N
چون,CONJ
گم,VS
کرده,ADJ
خویشن,ADJ
این,DET
افراد,N
.,PUNC
هارد,NE
زیبا,ADJ
دردو,N
بر,PREP
همه,DET
کردهای,NE
وطنم,N
خیلی,ADV
خوب,ADJ
با,PREP
حال,N
؟,PUNC
سلام,INTER
عشقا,NE
خاله,N
نرگس,N
هستم,ADJ
دختردارم,NE
ازتمام,NE
شهرها,N
ازسن,NE
۱۶,ADJ
تا,PREP
۳۸,NUM
سال,NE
اهل,NE
سکس,N
حال,NE
ساکشن,NE
سکسفول,N
همراه,PREP
کارت,N
بهداشت,N
ماساژفقط,N
بزنگ,NE
۹۳۹۱۳۳۱۳۲۶,NE
۹۳۸۱۰۲۱۰۶۱,N
تماس,NE
ریدم,N
به,PREP
سر,N
در,PREP
فوتبالتون,N
یه,DET
آبجیم,N
صبحیه,N
یکی,NUM
ظهری,NE
ما,PRO
نداریم,V
ازاین,ADJ
صحنه ها,ADJ
متاسفانه,ADV
بژی_کرد,N
سلام,N
دوستان,NE
عزیز,ADJ
خاله,N
مریمم,NE
تمام,DET
شهرها,N
دختر,NE
دارم,N
با,PREP
مکان,N
امکانات,NE
ماساژ,NS
پرداخت,N
در,PREP
محل,N
فقط,ADV
تماس,NE
بگیرید,N
۹۲۴۶۹۸۴۷,ADJS
آدم,N
باید,ADV
ازاین,ADJ
بچه ها,N
یاد,NE
بگیرن,ADJ
مهربونی,N
رو,POSTP
مرسی,N
بابت,PREP
کلیپت,N
خیلی,ADV
قشنگ,ADJ
 بود,V
اسپری,N
فلفل,NE
اصل,NE
دارم,NE
کسی,PRO
خواست,VS
بدم,NE
خدمتش,ADJ
درصد,NE
شنگولیتِ,ADJ
داماد,N
یکم,ADJ
بالاست,ADJ
هی,ADJ
پنالتی,ADJ
هی,ADJ
گل,NS
نکنین,ADJ
عجب,ADJ
سیاست,NE
شکست,NE
خورده ای,ADJ
داریم,NS
س,NE
من,PRO
هه,NE
زوو,N
ئه,N
مزانی,N
ئه,N
مه,NS
یان,N
قنده,NS
ره,N
یان,N
قن,ADJ
گئ,N
یه,DET
تف,N
له,PREP
ئه,N
خلاق,N
شه,N
ره,NS
فت,NE
آمریکا,N
خائن,N
است,V
مذاکره,N
با,PREP
اون,DET
کفره,N
اتفاقا,ADV
یک,DET
شعر,N
بختیاری,N
قدیمی,ADJ
هست,ADJ
که,CONJ
میگه,ADJ
:,PUNC
ایتالیایی,NE
کله,N
دراز,N
بوونه,NE
کشت,ADJ
بجا,N
گراز,ADJ
ای,ADJ
بابا,N
این,DET
چیزا,N
واسه,PREP
استقلالیا,NE
عادیه,NE
کباب,N
رو,POSTP
میاره,ADJ
یک,DET
ربع,ADJ
باید,ADV
بشینی,ADJ
تا,PREP
نون,N
بیاد,V
چند,ADJ
بار,ADV
رفتم,VS
مشکل,NS
داشتن,V
همه,PRO
#,H1
دیوید_اسطوره_ای_که_تکرار_نخواهد_شد,H2
یک,DET
جلسه,NE
بدرد,NS
بخور,N
.,PUNC
ولی,CONJ
یکی,PRO
از,PREP
بزرگترین,ADJ
تولید کنندگان,NE
گازهای,NE
گلخانه ای,ADJ
تشریف,ADJ
ندارد,ADJ
.,PUNC
زندگی,NE
گیاهان,NE
جانوران,ADJE
انسانها,N
به,PREP
تصمیمات,NE
اجرایی,ADJ
این,ADJ
نشست ها,NE
وابسته,ADJ
است,V
هرکی,ADJS
میخواد,NE
پولدار,NE
شه,N
استوری,NS
منو,PRO
ببینه,N
سلام,N
عاشقتم,NS
اصفهان,N
من,PRO
پاییز,NE
دوس,NS
ندارم,ADJ
خیلی,ADV
دلگیره,ADJ
مخصوصا,ADJ
وقتی,ADV
بارون,NE
میزنه,ADJ
اصلا,ADV
حس,N
خیلی,ADV
بدی,ADJ
دارم,N
بهش,PREP
نمیدونم,N
چرا,ADV
درود,N
بسیار,ADV
عالی,ADJ
خیلی,ADV
قشنگه,N
بهشون,PREP
اجازه,NE
دادند,N
.,PUNC
کلمه,N
به,PREP
کلمه,N
هم,CONJ
راه,NE
تو,PRO
عشق,NE
میخوانم,N
نه,CONJ
آواز,ADJ
.,PUNC
پسر,NE
منم,PRO
هشتم,ADJE
مهره,N
ب,ADJS
امیده,NE
موفقیتای,N
بیشتر,ADJ
عاشقشم,N
به,PREP
راحتی,ADV
به,PREP
مردم,N
زمین,N
میفروشید,NE
پولشو,N
بین,PREP
خودتون,PRO
زد,ADJ
و بند,ADJS
میکنید,ADJ
بعد,PREP
زمین,N
از,PREP
بدبخت,NE
میگیرید,N
به,PREP
جرم,NE
زمین,N
خوار,NE
پولشم,N
روی,PREP
هواست,N
،,PUNC
مفت,N
که,CONJ
نبخشیدید,N
.,PUNC
چقدر,ADV
بی عدالتید,N
چقدر,ADV
عوضی,NE
کثیفیدخدا,N
لعنت,ADJS
تون,ADJ
کنه,ADJS
الکی,ADJ
که,CONJ
نمیشه,NE
نطر,NE
داد,N
یه,DET
تستی,NE
امتحانی,N
حداقل,ADV
بوسه ای,ADJ
باید,ADV
در,PREP
بین,N
باشه,ADJ
تا,PREP
بشه,V
منصفانه,ADJ
وعادلانه,ADJ
قضاوت,N
کرد,V
اخه,ADJ
باید,ADV
فکر,NE
اون,DET
دنیا,N
وحق,NE
الناس,ADJ
رو,POSTP
هم,ADV
باید,VS
کرد,V
هارد,ADJ
بژی,NE
ماموسی,NS
مدیری,N
به,PREP
هنر,N
،,PUNC
هنرمندان,NE
ایرانی,ADJ
بها,N
بدهیم,ADJ
.,PUNC
.,PUNC
.,PUNC
گالری,NE
نقاشی,N
مهرآفرین,N
ماجرای,NE
ظهور,N
مریم,N
باکره,NE
موجودات,NE
فضایی,N
توو,PREP
پیج,N
.,PUNC
۹۰۹۲,NE
الهی,ADJ
آمین,N
برای,PREP
همه,DET
من,PRO
متعجبم,N
بعضی,DET
دخترا,N
بجای,PREP
اینکه,PRO
برن,N
رژ,NE
لب,ADJ
انتخاب,NE
کنن,ADJ
راه,NS
راه,N
افتادن,N
دنبال,NE
سیاست,N
نه,CONJ
درست,ADV
نیست,V
ضمنا,ADJE
افراد,N
با,PREP
پوست,NE
چشمهای,N
تیره,NE
تر,ADJ
سالم,ADJ
تر,ADJ
مقاومتر,N
هستند,V
:,PUNC
س,NE
سخاله,NE
زهرا,N
فقط,ADV
ازکون,NE
بزنگ,N
مرسی,N
۹/۳۶۲۷۴E+۲۰,ADJ
.,PUNC
حمایت,NE
اینم,DET
بازی های,N
جدیده,NE
نزدیک,ADJ
انتخاباته,NE
نکبت,ADJ
زاده ست,NE
دیگه,ADJ
مسی,NE
پادشاه,NE
مستطیل,NS
سبز,ADJ
خیلی,ADV
دوسش,NE
دارم,NE
تایپ,N
با,PREP
کارمزد,NE
عالی,ADJ
برای,PREP
افراد,NE
جویای,NS
کار,NE
صد درصد,N
تضمینی,ADV
کخ,NE
وکلخ,N
چیه,ADV
منگل,ADJ
تورم,NE
افسار,N
گسبخته ای,NE
وحود,NE
اورد,N
رو,POSTP
نمیگه,NE
بی پدرا,N
نگاه,NE
کنین,ADJE
اون,ADJ
موقع,NE
حکومت,NS
کی بود,N
میگفتن,ADJ
خلیج,NE
الفارسی,NE
ماشاالله,ADJ
هرروز,ADV
زیباتر,ADJ
می شوید,ADJ
شبنم,NS
خانم,NE
گل,N
در,PREP
کارتان,N
هم,ADV
کاملا,ADV
حرفه ای,ADJ
هستید,ADJ
.,PUNC
امیدوارم,INTER
تندرست,ADJS
خوشحال,ADJ
باشین,ADJ
!,PUNC
۱,NUM
۰,NUM
فکر,NE
کنم,ADJ
تنها,ADJ
کارگردانیه,N
که,CONJ
فساد,N
نداره,NE
الهی,ADJ
عالی بود,ADJ
عاشقشم,N
چرا,ADV
به,PREP
عکسهای,NE
ماهواره ای,N
نگاه,NE
نمی کنید,ADJ
.,PUNC
؟,PUNC
جهت,NE
حمله,N
که,CONJ
مشخص,NS
ا,N
داشتم,N
ته,ADJE
دلم,N
دنبال,NE
پستش,NS
می گشتم,N
،,PUNC
یهو,ADV
افتاد,NE
یادم,N
خیلی,ADV
وقته,ADV
چک,NE
نکردم,ADJ
،,PUNC
با,PREP
عجله,N
زدم,ADJ
پست,NE
بعدی,ADJ
دیدم,NE
خودش,PRO
اومد,N
جلوی,PREP
چشمم,N
.,PUNC
التماس,NE
دعا,N
فقط,ADV
همین,ADJ
افزایش,NE
قد,N
۱۰۰,NUM
درصد,N
تضمینی,ADJ
بدون,PREP
بازگشت,NE
۱۹۹۵,ADJS
عالی بود,ADJ
مثل,PREP
همیشه,ADV
دختر,NE
من,PRO
چهار,DET
سالشه,N
عاشق,ADJ
مینیون,N
هاست,ADJ
میگه,ADJ
مامان,N
توام,NS
بزن,NE
مینیونها,ADJ
بیان,ADJ
اینجا,ADV
برقصن,NE
منم,PRO
باهاشون,NE
برقصم,N
عالیه,NS
ادمین,N
میبینم,NS
پلیس,N
فتوا,N
یه,DET
حال,NE
خوب,N
بهت,PREP
داده,NS
ها,N
آره,ADV
منم,PRO
دیدم,VS
خورد,ADJ
به,PREP
دیوار,N
کمونه,ADJS
کرد,ADJ
انگار,ADV
از,PREP
استقلالیا,NE
میترسن,N
واسه,PREP
همین,ADJ
اعلام,NE
نمیکنن,N
بهترین,ADJ
استایل,NE
هارو,N
تو,PREP
پیج,NE
ما,PRO
ببینید,V
مهستی,N
مسخره ترین,N
کار,NE
دنیا,N
همینه,NE
تیسترا,N
هستن,ADJ
انگار,ADV
ذائقه,ADJ
این,ADJ
چیه,ADV
مثلا,ADV
که,CONJ
تمام,NE
مردم,N
پیگیرش,NE
میشن,ADJ
هر,ADJ
کسی,PRO
تو,PREP
غذا,N
خوردن,NS
مزه ها,N
یه,DET
نوع,NE
سلیقه ای,N
داره,ADJ
نمیشه,NE
ساکت,N
بشینه,ADJ
سر,NS
جاش,N
.,PUNC
مطالبات,NE
مردم,N
از,PREP
خود,PRO
مسئولینه,N
.,PUNC
نه,CONJ
سازمان,NE
ملل,N
شاید,ADV
پشت,NE
پرده,N
سر,N
رو,POSTP
سری,N
با,PREP
رژیم,NE
آخوندی,N
داشته,VS
باشن,ADJ
چون,CONJ
کرد,V
مشکلی,N
هیه,NE
فرهنگی,ADJ
