word,Pred. Tag
),PUNC
دوش,N
واژینال,NE
همون,DET
کس,N
شوره,N
!,PUNC
پرودگارا,NE
پیشی های,NE
اجتماعی,ADJE
بیشتری,ADJ
در,PREP
مسیر,NE
زندگی,NE
ما,PRO
قرار,VS
تو,PREP
خود,PRO
تهرانم بود,N
:,PUNC
(,PUNC
نقاط,NE
عطف,N
مسیر,NE
زندگیم,N
میگذرونم,N
آره,ADV
بالاخره,ADV
زندگی,NE
منم,PRO
شد,V
.,PUNC
ما,PRO
موبایل,N
بدستها,N
،,PUNC
از,PREP
همه,DET
جهان,N
آگاهیم,N
!,PUNC
ولی,CONJ
از,PREP
خودمون,PRO
بی خبر,N
شاید,ADV
پشت,VS
کردی,V
به,PREP
اقبالت,PRO
از,PREP
چشم,NE
انداز,NE
جوانی,N
که,CONJ
بنگری,N
،,PUNC
زندگی,N
آینده ای,N
دراز,ADJ
بی پایان,N
است,INTER
؛,PUNC
ولی,CONJ
از,PREP
چشم,NE
انداز,NE
پیری,N
،,PUNC
تنها,DET
گذشته ای,N
بسیار,ADV
کوتاه,ADJ
به,PREP
چشمت,ADJ
می آید,ADJ
،,PUNC
وقتی,CONJ
با,PREP
کشتی,N
دور,ADJS
می شویم,N
،,PUNC
اجزای,NE
ساحل ریز,ADJ
ریزتر,ADJ
می شوند,V
امکان,NE
شناسایی,NE
تمایزشان,N
نیز,CONJ
کمتر,ADJ
؛,PUNC
هم,CONJ
چون,CONJ
سال هایی,N
که,CONJ
پس,ADV
پشت,NE
نهاده,N
ایم,N
با,PREP
همه,DET
رویدادهایشان,N
.,PUNC
آخی,N
نازی,N
باشه,V
درود,N
بر,PREP
مریم,N
رجوی,ADJE
مسعود,NE
تجریشی,N
،,PUNC
معاون,NE
سازمان,NE
#محیط زیست,N
می گوید,ADJ
حداکثر,ADJ
۴۰,NUM
هکتار,N
از,PREP
درختان,NE
#جنگل های_هیرکانی,N
در,PREP
پروژه,NE
انتقال,NE
آب,NE
#خزر,N
به,PREP
سمنان,N
قطع,N
می شود,V
.,PUNC
جنگل های,NE
هیرکانی,N
ثبت,NE
جهانی,ADJ
شده,ADJ
اند,NUM
(,PUNC
من,PRO
فکر,VS
کنم,V
طرف,N
اصلا,ADV
نمیدونه,N
هکتار,N
چی,PRO
هست,V
),PUNC
خیلی,ADV
ممنون,V
چون,CONJ
فهمیده,N
ای,V
واساپ,NE
بِیبز,N
؟,PUNC
من,PRO
خوابم,VS
میاد,V
هنوز,ADV
مامانه,NE
من,PRO
الان,ADV
خیلی,ADV
ساله,NE
معلمه,N
،,PUNC
تمام,DET
حقوقش,NE
خرج,ADJ
من,PRO
میشه,INTER
،,PUNC
اپ,N
هلو,N
نصب,N
کردم,V
یه,DET
دونه,NE
نون,N
هم,CONJ
میخریم,NE
من,PRO
وارد,VS
میکنم,V
بابای,NE
منم,PRO
میخره,NE
فاکتور,N
ازش,PREP
میگیرم,N
وارد,VS
میکنم,V
بعد,PREP
حقوقشونم,NE
میادش,ADJ
وارد,VS
میکنم,V
اون,DET
دیگه,ADV
خودش,PRO
حساب,VS
میکنه,INTER
،,PUNC
کلاس,NE
تقویتی,N
،,PUNC
دو,DET
تا,PREP
زبان,NE
میخونم,ADJ
با,PREP
هم,PRO
،,PUNC
پول,N
تو,PREP
جیبی,N
،,PUNC
اینا,PRO
با,PREP
مامانمه,N
دارم,N
در,PREP
مورد,NE
کرمها,N
تحقیق,N
میکنم,V
در,PREP
آینده,NE
نتایج,NE
تحقیقات,ADJ
در,PREP
اختیار,NE
عموم,N
میذارم,N
.,PUNC
ذکات,N
علم,N
اینها,PRO
کاش,INTER
همون,DET
می موندی,N
ولی,CONJ
دختر,NE
سیگاری,V
نمی شدی,ADJE
ترامپ,N
میگوید,N
:,PUNC
منطقه,NE
نوار,NE
امنیت,N
تشکیل,NE
شده,ADJ
،,PUNC
آتش,NE
بس,ADJ
برقرار,ADJ
است,V
مردم,N
کرد,V
در,PREP
امنیت,ADJ
هستند,NUM
.,PUNC
رگبار,N
یا,CONJ
شایدم,V
سگ کشی,ADJE
سلام,INTER
علیکم,V
چشمت,N
بی بلا,ADJE
اون,DET
احمقهایی,N
که,CONJ
در,PREP
مورد,NE
امام حسین,N
زر,N
مفت,N
میزنن,N
حتما,ADV
ببینن,V
بخونن,ADJ
.,PUNC
ما,PRO
توفامیلمون,N
از,PREP
یه,DET
چیز,NE
بدمون,ADJ
هم,CONJ
بیاد,ADJS
میگیم,ADJ
اگه,CONJ
با,PREP
آب,NE
زمزم,N
هم,CONJ
بشورنش,N
پاک,ADJ
نمیشه,V
خودت,PRO
انتخاب,N
میکنی,V
؟,PUNC
چند,ADJ
وقتی,ADV
نبودی,N
،,PUNC
باز,ADV
اومدی,N
تابناک,N
:,PUNC
با,PREP
دفاتر,NE
ازدواج,NE
برگزارکتتده,N
عقد,NE
آریایی,ADJ
برخورد,VS
می شود,V
با,PREP
دفاتر,NE
ازدواج,NE
برگزارکتتده,ADJ
عقد,NE
آریایی,ADJ
برخورد,VS
می شود,V
کاردآجین,N
رو,POSTP
از,PREP
پرتو,N
وام,ADJE
گرفتیا,N
:,PUNC
),PUNC
هنوز,ADV
هستن,V
موجوداتی,N
که,CONJ
میرن,V
توالت های,NE
عمومی,ADJ
میرینن,N
آب,N
نمیگیرن,N
اکثرشون,NE
فیک اند,N
یا,CONJ
با,PREP
شماره,NE
مجازی,ADJ
.,PUNC
من,PRO
خودم,PRO
چندتا,DET
شماره,NE
مجازی,ADJ
داشتم,ADJ
که,CONJ
تلگرام,N
که,CONJ
نصب,N
میکردم,ADJ
مثل,PREP
همین,DET
آمد,N
نیوز,N
پی,ADJS
پی,NS
سی,N
جزء,NE
کانالهاشون,N
بود,V
.,PUNC
بلکل,N
جی,ADJE
اوفا,N
:,PUNC
),PUNC
سکسیِ,N
کی بودم,N
من,PRO
متاسفانه,ADV
اون,DET
موقه,N
ادیسونو,ADJE
امپراطوریش,N
از,PREP
ترس,NE
اختراعات,NE
تسلا,N
بد,N
رقم,PREP
همه,DET
چیشو,N
نابود,ADJ
کردن,N
تلا,N
صد,ADJS
سال,ADJ
پیش,ADJ
میگفت,N
بدون,PREP
سیم,N
میشه,V
برقو,ADJ
انتقال,ADJS
داد,N
الان,ADV
تازه,ADV
گوشیترو,N
بی سیم,N
شارج,VS
میکنن,V
خر,V
کیفم,ADJ
میشن,V
دمش,N
گرم,ADJ
واقعا,ADV
ویلی,N
مال,ADJS
اوست,ADJ
امشب,ADV
:,PUNC
),PUNC
منشی,NE
زن,N
برای,PREP
مدیران,NE
دولتی,ADJ
رسما,ADJ
ممنوع,ADJ
شد,ADJS
پ,ADJ
.,PUNC
ن,N
:,PUNC
این,ADJ
چه,DET
وضعشه,N
نه,CONJ
میذارین,NE
اختلاس,ADJ
کنن,INTER
نه,CONJ
به,PREP
بچه,NS
هاشون,NE
پست,N
بدن,N
نه,CONJ
منشی,NE
زن,N
داشته,VS
باشن,ADJ
،,PUNC
یهو,ADV
بگید,NE
اینا,PRO
اومدن,N
به,PREP
مردم,N
خدمت,N
کنن,V
دیگه,ADJ
همشو,N
دارم,V
واقعا,ADV
خداروشکر,N
چه,DET
دین,N
انعطاف پذیر,ADJE
آسون گیری,ADJ
داریم,INTER
فقط,ADV
یه,DET
سنجاق,N
قفلی,ADJE
تراپیست,NE
من,PRO
تویی,ADJ
هانی,NS
من,PRO
همیشه,ADV
حامی,NE
دخترام,N
مخصوصا,ADV
چشم رنگیا,N
:,PUNC
),PUNC
در,PREP
مرد,N
چو,ADV
بد,ADJ
نگه,VS
کنی,V
زن,NS
بینی,N
حق,NE
باطل,N
نیکخواه,NE
دشمن,N
بینی,N
#نقش_خود_تست_هر_چه_در_من_بینی,ADJ
با,PREP
شمع,NE
درآ,ADJ
که,CONJ
خانه,N
روشن,ADJ
بینی,N
مشکوک,ADJ
هست,V
این,DET
اکانت,N
خیلی,ADV
لطف,ADV
کردید,N
.,PUNC
ممنونم,INTER
.,PUNC
همه,DET
این,DET
عقب,N
ماندگی ها,N
زیر,PREP
سر,NE
بچه های,NE
توییتره,N
،,PUNC
بخصوص,ADV
برانداز ها,N
احساس,ADJS
گناه,N
کردم,V
با,PREP
حرف,NS
هاش,N
فامیلش,N
ایلخانی,N
زاده,N
است,V
حرف های,NE
من,PRO
حقیر,N
به,PREP
درد,N
هیچ,DET
کسی,PRO
نمی خوره,ADJ
چون,CONJ
متاسفانه,ADV
متاسفانه,ADV
شیطان,NE
خوب,ADJ
به,PREP
قسمش,V
جامه,V
پوشنده,V
می پوشونه,V
ای,INTER
عزیز,ADJ
سرما,N
خوردی,V
سلام,INTER
دوست,NE
خوبم,ADJ
،,PUNC
ممنون,INTER
می شم,N
برای,PREP
بررسی,NE
این,DET
مورد,N
شماره,NE
سیم کارت تون,N
رو,POSTP
دایرکت,N
کنین,V
.,PUNC
سعید,N
ها,N
میدونم,INTER
به,PREP
دوستی,N
با,PREP
ما,PRO
پرسپولیسی ها,V
مفتخری,N
حضوری,ADJ
بله,ADV
درست,ADV
میفرمایید,NE
بازجو,N
درسته,ADV
ممنون,V
از,PREP
اصلاحتون,PRO
کاش,INTER
حضرت,NE
میگفت,ADJS
چقدر,ADV
طول,N
میکشه,ADJ
تا,CONJ
سرنگون,N
بشه,V
که,CONJ
تهشو,N
بدونیم,V
همین,DET
الان,ADV
بگم,ADJ
بچه,NS
پایین بودم,N
از,PREP
صفر,NS
شروع,N
کردم,V
قبوله,ADJ
؟,PUNC
ریدید,N
محترم,ADJ
پرویز,N
رشید,N
صاحب,NS
بستنی,NE
تو,PRO
این,DET
ده,N
سالی,N
که,CONJ
دارم,VS
کار,VS
می کنم,VS
نشده,ADJS
مقاله,N
یا,CONJ
کاری,N
رو,POSTP
دیر,N
تحویل,N
بدم,N
.,PUNC
ولی,CONJ
دیروز,ADV
دکتر,N
گفت,N
باید,ADV
استراحت,NE
مطلق,ADJ
بکنم,N
به,PREP
کمرم,N
فشار,NE
نیارم,ADJ
.,PUNC
الان,ADV
موندم,NE
نقدی,ADJ
رو,POSTP
که,CONJ
باید,ADV
بنویسمو,ADJ
چطور,CONJ
تحویل,N
بدم,N
!,PUNC
پ,ADJ
.,PUNC
ن,N
:,PUNC
اشتباه,VS
نکنید,ADJS
وظیفه شناس,ADJS
خفنی,ADJ
نیستم,ADJ
.,PUNC
نمی خوام,N
کلین,ADJS
شیتم,ADJ
خراب,VS
بشه,V
!,PUNC
حق,N
با,PREP
شما,PRO
است,V
اشاره,NE
نکرد,ADJ
.,PUNC
کلا,ADV
بفرما,N
زد,V
آمین,N
ریپورت,VS
بلاک,ADJ
روحانی,N
میگه,NS
صلح,N
امام,NS
حسن,N
(,PUNC
ع,N
),PUNC
سرلوحه,NE
دیپلماسیش,N
بوده,ADJ
!,PUNC
بابا,N
پدر,N
بیامرز,NE
همون,ADJ
امام,NS
حسن,N
۷,NUM
ماه,NE
آزگار,N
تو,PREP
نخیله,N
با,PREP
کفر,NE
جنگید,N
،,PUNC
تو,PRO
چرا,ADV
اینجوری ای,N
؟,PUNC
!,PUNC
هزینش,N
از,PREP
کیسه,NE
بوکس,N
کمتر,ADJ
میشه,V
دستاتم,ADJ
خراب,ADJS
نمیشه,ADJ
،,PUNC
تضمین,VS
میکنم,V
خلا,NE
کشی,N
دیگه,ADV
ولی,CONJ
خدایی,NE
انصاف,ADJ
نیست,INTER
که,CONJ
فقط,ADV
یک بار,NE
فرصت,NE
زندگی,N
دارم,N
،,PUNC
توی,PREP
این,DET
تنها,DET
فرصت,N
هم,CONJ
زشت,V
بی پول,ADJ
خنگ,ADJ
باشم,V
منتظرم,VS
اره,NE
من,PRO
از,PREP
اون,DET
کپی,N
کردم,V
ای,INTER
کاش,INTER
دانشگاه,NE
مریلند,ADJE
دوربین,N
را,POSTP
می چرخاند,NE
آن,PRO
طرف,NE
اتاق,N
را,POSTP
هم,ADV
به,PREP
ما,PRO
نشان,VS
می داد,V
.,PUNC
عاقا,N
نینی,N
خیلی,ADV
شیرین,ADJ
کیوته,N
خدایی,N
__,V
کیه,NE
بفهمه,N
تو,PRO
بیو,N
بنویس,NS
اکانت,N
طرف,N
تا,CONJ
شاید,ADV
ایمان,VS
بیادرند,V
به,PREP
من,PRO
میگن,V
لاسو,NE
هسدی,N
ولی,CONJ
خودم,PRO
نمی دونم,N
چه,DET
شکلیه,N
لاس,ADJE
زدن,N
نمیدونم,INTER
چیکار,ADV
کردم,INTER
ولی,CONJ
از,PREP
اول,ADV
هفته,NE
دفعه,ADJ
سومیه,N
که,CONJ
مامانم,NE
میپرسه,ADJ
وقت,ADJS
مشاورت,N
کی,ADV
بود,V
؟,PUNC
کتاب,NE
زندگیتان,N
پر,ADJ
از,PREP
زیبایی,NE
خیر,N
برکت,N
باد,N
در,PREP
دیوار,N
دارن,V
منو,PRO
میبلعن,V
خداییش,V
پابجی,ADJE
بهترشه,ADJE
پس,PREP
پیپ,N
چی,N
:,PUNC
(,PUNC
؟,PUNC
آقای,NE
محبی,N
،,PUNC
باید,ADV
در,PREP
بیوی,NE
اکانت,N
خودتان,PRO
،,PUNC
مشخص,VS
کنید,V
که,CONJ
توئیت های,NE
شما,PRO
،,PUNC
نظر,NE
شخصی,ADJ
است,INTER
یا,CONJ
نظر,NE
شخصی,ADJ
نیست,INTER
.,PUNC
شما,PRO
منصب,N
حاکمیتی,N
دارید,INTER
،,PUNC
اون,DET
هم,ADV
در,PREP
موضوعی,NE
غیرسیاسی,N
،,PUNC
اظهارنظر,N
سیاسی,ADJE
شما,PRO
،,PUNC
از,PREP
چه,DET
موضعی,N
است,V
؟,PUNC
وقتایی,N
که,CONJ
میگه,V
آیگو,V
آیگو,H2
__,ADJS
اگه,CONJ
مادر,NE
همسرتون,N
بد,ADJS
تربیتش,ADJ
کرده,ADJ
شما,PRO
چرا,ADV
بد,N
رو,POSTP
انتخاب کردید,N
؟,PUNC
شما,PRO
باز,ADV
میخوای,N
داشته,V
هاتو,N
تو,PRO
طبق,PREP
اخلاص,NE
بزاری,NE
مختاری,N
ولی,CONJ
خب,CONJ
بقیه,ADVS
شاید,ADV
مث,PREP
تو,PRO
فک,N
نکنن,V
دقیقا,ADV
مشکل,NE
من,PRO
باهاشون,NE
همینه,N
.,PUNC
نمیخوای,N
پشماتو,ADJE
بزنی,N
،,PUNC
خوب,N
نزن,N
!,PUNC
اختیارشو,N
داری,N
.,PUNC
چرا,ADV
میکنیش,N
تو,PREP
حلق,N
من,PRO
؟,PUNC
هوا گیری,VS
کن,V
ایرانی,ADJ
باشی,N
،,PUNC
تو,PREP
آلمان,N
کار,VS
کنی,V
واسه,PREP
انگلیسی ها,NS
تست,N
انجام,NE
بدی,ADJ
.,PUNC
یه,DET
چیز,NE
قاطی,ADJ
پاتی,ADJ
میشه,INTER
که,CONJ
اون,DET
سرش,NE
ناپیدا,ADJ
.,PUNC
هر,DET
دو,DET
ور,NE
آلمانی,ADJ
انگلیسی,ADJ
هم,ADV
از,PREP
موضع,NE
بالا,ADJ
حق,N
به,PREP
جانب,N
.,PUNC
نفتی,N
نی,N
؟,PUNC
!,PUNC
؟,PUNC
واسه,PREP
من,PRO
تا,CONJ
همینجا,N
باز,ADJ
میشه,V
.,PUNC
اصلا,ADV
مشکل,NE
اصلی,ADJ
در,PREP
تمام,DET
طول,N
تاریخ,NE
همین,DET
ناف,N
بوده,V
پتایی,N
جونم,N
نه,CONJ
شرط,NE
میبندم,N
ولی,CONJ
باید,ADV
قول,NE
بدی,ADJ
با,PREP
تو بود,ADJ
شیرینی,ADJ
بدی,ADJ
تسلیت,N
میگم,V
میشه,V
بیای,ADJE
ایران,N
۲,NUM
),PUNC
در,PREP
کنار,PREP
بازی,N
در,PREP
سایه,NE
ایران,N
از,PREP
آغاز,NE
عملیات,NE
تا,CONJ
روند,NE
مذاکرات,NE
هواداری,ADJE
حماس,ADJ
به,ADVS
تازگی,ADV
معترضان,NE
لبنانی,N
از,PREP
اردوغان,NE
عملیات,NE
نظامی,ADJ
او,PRO
نشانه,N
چیست,N
؟,PUNC
آیا,ADV
ایران,N
با,PREP
پیش,NS
گرفتن,NE
یک,DET
سیاست,NE
خردمندانه,ADJE
گام,ADJ
به,PREP
گام,N
از,PREP
حضور,NE
مستقیم,ADJ
در,PREP
منازعات,NE
منطقه,N
کنار,ADJS
می کشد,N
از,PREP
درگیری,NE
عملیاتی,ADJ
به,PREP
مدیریت,NE
سیاسی,ADJ
می رود,V
؟,PUNC
نه,CONJ
اینجا,ADV
دولتیه,N
ساعت,NE
ورود,NE
خروج,NE
همه,DET
پرسنل,N
مثل,PREP
همه,DET
نیشگون,NE
می گیرن,N
.,PUNC
اسیر,VS
شدیم,V
توییتم,V
فان بود,ADJE
من,PRO
صدام,N
افتضاحه,V
والا,N
حق,N
داشتی,N
!,PUNC
:,PUNC
),PUNC
یه,DET
لحظه,N
فکر,VS
کردم,V
مسترتستره,ADJS
پفیوزه,ADJ
ولی,CONJ
جدا,ADV
از,PREP
شوخی,ADV
مبارکه,ADJ
رئیس,NE
هیات,N
موقع,NE
تحویل,NS
دادن,N
کار,NE
می گفت,ADJ
اگر,CONJ
از,PREP
این,ADJ
به,PREP
بعد,PREP
ما,PRO
هیات,NE
نیامدیم,N
بدانید,N
برای,PREP
خدا,N
نبوده,NS
حضورمون,N
.,PUNC
رفت,N
که,CONJ
رفت,N
.,PUNC
چندساله,N
.,PUNC
امیدوارم,INTER
الان,ADV
دوستت,PREP
زنگ,N
بزنه,N
بگه,INTER
قلیون,ADJ
جوره,ADJ
پاشو,INTER
بیا,V
),PUNC
همه,DET
ماشالا,NE
سرشون,N
تو,PREP
زونکن,N
قراردادای,ADJE
باشگاهه,N
:,PUNC
),PUNC
بعد,PREP
میگیم,V
عظما,NE
متوهمه,N
عدد,N
الکی,ADJ
میده,V
ایولا,NE
خودتو,NS
عشقه,N
نه,CONJ
طرف,N
؛,PUNC
),PUNC
سخته,N
ولی,CONJ
گذشت,V
بیخیالش,ADJ
.,PUNC
اگه,CONJ
قرار,VS
باشه,V
اهنگی,NE
بذاره,ADJ
باید,ADV
ابی,ADJ
باشه,V
دیگه,ADV
،,PUNC
عزیز,ADJ
دل,NE
من,PRO
که,CONJ
همش,ADV
نمیتونه,ADV
بخونه,V
خوب,ADJ
خسته,ADJ
میشه,V
قربونش,ADJ
بشم,ADJS
دارم,N
تو,PREP
ایمیلم,NE
دنبا,N
دیتای,N
چند,DET
ساله,N
پیش,ADV
پایان,NS
نامه,NE
بچه ها,NS
می گردم,N
،,PUNC
بتونم,N
ازش,PREP
به,PREP
عنوان,PREP
دیتای,NE
واقعی,ADJ
تاریخ,NE
مصرف,NE
گذشته,ADJ
استفاده,VS
کنم,V
بر,PREP
عمر,N
تلف,N
شدم,V
خودم,PRO
بچه ها,N
یکجا,N
حسرت,NS
می خورم,N
.,PUNC
روی,PREP
مخاطب,NS
تلوزیون,N
.,PUNC
نیاز,N
نبود,V
ما,PRO
بدونیم,INTER
واقعا,ADV
.,PUNC
خودت,PRO
تبلیغ,N
کردی,NUM
ناخواسته,ADJ
:,PUNC
),PUNC
ای,INTER
مادر,N
من,PRO
مرگ,NE
سکایم,ADJE
قربون,N
اون,DET
نادو,N
نادو,V
گفتنات,ADJE
کیوت,ADJ
من,PRO
۲,NUM
__,V
دقیقا,ADV
اینم,PRO
یه,DET
شیوه,N
دو,DET
قطبی,N
سازی,ADJ
!,PUNC
کاش,INTER
بابات,N
اون,DET
شب,N
با,PREP
قاشق,N
از,PREP
رو,POSTP
فرش,NE
جمت,ADJ
نکرده,VS
بود,V
#یا_علی,N
علیه السلام,N
صفحه,NE
نسیم,N
بریسا,N
بهترین,ADJ
صفحه,NE
اس,N
تو,PREP
اینستاگرام,N
به,PREP
یه,DET
پختگی,N
تو,PRO
نوشتن,N
رسیده,V
آدم,ADJ
با,PREP
تمام,DET
وجودش,N
لذت,VS
میبره,ADV
خیلی,ADV
وقتا,ADJ
کم,ADJ
آوردم,N
تو,PRO
ادامه,NS
دادن,N
با,PREP
خوندن,NE
نوشته های,ADJE
نسیم,N
دوباره,NS
جون,N
گرفتم,V
ادامه,VS
دادم,V
_,H2
تازه,ADV
چاقو,N
نزدم,N
بهت,PREP
میخوام,N
واسه,PREP
دیتای,NE
بعدی,ADJ
پلنای,N
عجیب,ADJ
بریزم,N
.,PUNC
گوجه,NE
بخریم,ADJ
،,PUNC
بشینیم,N
رو,POSTP
پل,NE
هوایی,ADJ
با,PREP
نمک,NE
بخوریم,N
به,PREP
ماشینا,N
نگاه,N
کنیم,V
.,PUNC
الان,ADV
میان,PREP
بهت,PREP
میگن,V
خائن,V
نه,CONJ
به,PREP
جان,N
پسرم,N
مجتبی,N
اینهمه,DET
آدم,N
دوستت,ADJ
دارن,N
که,CONJ
.,PUNC
یکیشون,NE
خودم,PRO
که,CONJ
عاشقتم,VS
ما,PRO
اونجاییم,N
که,CONJ
باید,ADV
گفت,ADJ
!,PUNC
،,PUNC
کاش,INTER
یکی,PRO
بود,V
.,PUNC
اسامی,NE
تعدادی,PRO
از,PREP
بازداشت,NE
شدگان,N
۲۸,NUM
مهر,N
آذرآب,N
روز,ADJS
۲۸,NUM
مهر,N
در,PREP
سیزدهمین,NE
روز,NE
اعتصاب,NE
آذرآب,ADJE
پلیس,N
به,PREP
کارخانه,NE
یورش,N
برد,V
صمن,NE
سرکوب,ADJE
کارگران,NE
حق طلب,NE
آذرآب,N
۲۱,ADJ
نفر,N
از,PREP
آنان,N
را,POSTP
بازداشت,VS
کرد,V
.,PUNC
فردای,NE
آن,ADJ
روز,N
نیز,ADV
۲,NUM
نفر,N
دیگر,ADJ
از,PREP
کارگران,N
اززمانی,N
که,CONJ
عمومانوک,NE
اظهارکردندکه,N
صدای,NE
پای,NE
السی,N
سی,NS
میاید,NE
نظام,N
شروع,VS
کرد,V
به,PREP
بازداشت,NE
گسترده,NE
وبرکناری,N
به,PREP
زعم,NE
خود,PRO
عناصرمشکوکی,N
که,CONJ
درسپاه,N
رخنه,ADJ
کرده,V
وجاسوسی,ADJ
می کنن,ADJS
تابه,N
نوعی,DET
دفع,N
خطرنمایند,N
اما,CONJ
بااین,N
حال,PREP
بازهم,NE
این,DET
احتمال,N
وجود,VS
دارد,V
وچندان,V
بعیدبه,ADJE
نظرنمی,ADJE
رسد,ADJ
اها,N
به,PREP
سلامتی,N
همه,DET
مجاهدین,NE
تقاوتی,N
برای,PREP
بقای,NE
خود,PRO
به,PREP
طالبان,N
پناه,NE
بردند,N
.,PUNC
امروز,ADV
صلاح,N
الدین,N
ربانی,N
هم,CONJ
دست,NS
خود,PRO
را,POSTP
از,PREP
اداره,NE
کابل,N
آزاد,VS
کرد,V
امکان,NE
زیاد,ADJ
اش,PRO
است,INTER
برای,PREP
بقای,NE
خود,PRO
برای,PREP
صلح,N
با,PREP
طالبان,N
سازش,VS
کند,V
خلاف,ADJS
اشرفغنی,N
فعالیت,VS
کند,V
.,PUNC
بیا,NUM
دایرکت,N
لعنتی,ADJ
دوست داشتنی,ADJ
.,PUNC
#هوایی,N
مدرسه,N
میرین,N
از,PREP
بدبخت,NE
بودنش,ADJ
کم,VS
نمیکنه,V
بهرحال,ADV
اسم,NE
شیمی,N
رو,POSTP
یدک,PREP
میکشید,N
واس,PRO
ما,PRO
محترمه,V
بزدل,N
نیازی,N
ممنون,INTER
از,PREP
نظرت,NE
شما,PRO
توییت,N
خالی,ADJ
هم,CONJ
میزدی,V
کفایت,V
میکرد,V
رفیق,N
نذری,NE
الویه,NE
سیب,N
دوست,NE
خوبمون,ADJ
که,CONJ
برای,PREP
مدرسه ی,NE
دوستم,N
فرستادن,INTER
لطفا,ADV
برای,PREP
پدرشون,N
فاتحه,N
جون,NE
خوب,ADJ
کردی,ADJ
ولی,CONJ
منِ,NE
خر,N
تا,CONJ
عادت,N
کنم,V
به,PREP
دانشگاه,N
از,PREP
هرکدوم,N
یکی,PRO
دو,DET
کلاس,N
نرفتم,NE
دیگه,ADJ
نرم,ADJ
حذف,VS
میشم,V
__,H2
منم,PRO
فهمیدم,ADV
دقیقا,ADV
منظورت,N
به,PREP
دوستای,NE
منه,PRO
.,PUNC
چون,CONJ
تا,PREP
ریت,N
زدم,V
این,DET
توییتو,N
زدی,V
حدی,N
در,PREP
مقایسه,N
با,PREP
شماها,NE
من,PRO
هیج,N
بودم,N
.,PUNC
خوابم,INTER
میومد,ADJ
فقط,ADV
:,PUNC
),PUNC
گشنه,N
م بود,ADJ
برید,NE
حالشو,N
ببرید,V
کاندوم,ADJE
هوشمند,ADJ
این,DET
کاندوم,N
در,PREP
واقع,PREP
کاندوم,N
نیست,INTER
بلکه,CONJ
حلقه ای,N
است,INTER
که,CONJ
در,PREP
انتهای,NE
کاندوم,N
قرار,NS
می گیرد,N
مجهز,ADJ
به,PREP
نانوچیپ,N
برای,PREP
جمع آوری,N
اطلاعات,N
است,ADJ
.,PUNC
.,PUNC
این,DET
کاندوم,N
میزان,NE
کالری,NE
مصرفی,ADJ
در,PREP
حین,PREP
رابطه,NE
جنسی,N
،,PUNC
مدت,N
،,PUNC
دفعات,NE
سرعت,NE
رابطه,NE
جنسی,N
،,PUNC
پوزیشن های,NE
رابطه,N
،,PUNC
دمای,NE
پوست,N
و,CONJ
من,PRO
هر,DET
ماهم,NE
همینه,N
نمیدونم,ADJ
دقیقا,ADV
کی,ADV
میتونم,NE
پول,N
جمع,N
کنم,V
احتمالا,CONJ
دیگه,ADV
نشدنیه,ADJ
کلا,V
خیی,N
،,PUNC
مین,NE
جعجع,N
؟,PUNC
!,PUNC
مین,NE
شایلو,NE
من,PRO
ارضو,N
؟,PUNC
!,PUNC
یا,CONJ
زلمه,NE
حاطط,NE
صوره,NE
السید,NE
انت,N
.,PUNC
جبلی,N
خطاب,N
واحد,NE
السید,ADJS
حکی,N
فی,ADJS
عن,N
جعجع,N
.,PUNC
امیر,N
تتلو,NE
گوش,N
میدم,ADJ
چون,CONJ
بیکارم,PRO
چنین,ADV
کنند,V
بزرگان,H2
یه,DET
مشت,N
درگیره,ADJE
شدید,ADJ
.,PUNC
چه,DET
هنری,ADJ
اندوه,NE
پاییزی,N
دست,N
از,PREP
سرم,N
بردار,ADJ
.,PUNC
این,ADJ
یه,DET
حربه,N
قدمیه,ADJ
هر,DET
حرکنتی,N
که,CONJ
میبینن,N
داره,V
جون,N
میگیره,INTER
یا,CONJ
یه,DET
سمت,NE
سویی,N
میگیره,V
اینطوری,ADJS
باقاطی,ADJ
کردن,NE
حماقت,NE
لمپنیسم,ADJS
میفرستنش,N
به,PREP
قهقرا,NE
نمونش,N
اون,DET
یارو,NE
اهورا بود,N
میگفت,ADJS
من,PRO
با,PREP
طیاره,NE
میام,N
وسط,PREP
تهران,N
که,CONJ
سلطنت,NE
طلبارو,N
به,PREP
گوه,N
کشید,PREP
زم,N
تو,PRO
هرمسیری,N
یه,DET
احمق,N
علم,N
میکنن,V
ینی,CONJ
داشته,VS
راهو,V
درست,ADJS
میرفته,V
پیمان ها,N
هم,CONJ
کسکشن,V
والا,VS
پیدا,VS
نمیشه,V
ک,N
من,PRO
عصرها,NE
دفتر,NE
نمیرم,N
.,PUNC
در,PREP
اختیار,NE
خانم,N
تنها,ADJ
دخترم,N
هستم,PUNC
.,PUNC
چرا,ADV
هر,DET
تپسی,N
میگیرم,V
راننده ش,ADJE
فن,NS
تتلوئه,N
یعنی,CONJ
چی,ADV
کائنات,NE
کجان,N
من,PRO
دفع,VS
میکنم,V
جذب,NE
میشه ای,H2
بابا,N
من,PRO
میشناسم,V
عاره,NE
خعلی,N
۲,NUM
__,V
سوگلی,NE
بابا,N
محدثه شهنازم,N
،,PUNC
یه,DET
ربعه,N
تو,PREP
کارواشم,NE
اعصابم,NE
